congress_id,session_id,vote,vote_url,result,question_description,reference_issue,reference_issue_url,issue,issue_url,date
101,1,312 (99-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00312,Agreed to,"On the Resolution: S. Res. 217; A resolution deploring the escalating violence in El Salvador; condemning the killing of innocent civilians, including six Jesuit priests; and calling for an immediate cessation of hostilities.","",,S.Res. 217,http://hdl.loc.gov/loc.uscongress/legislation.101sres217,Nov 21
101,1,311 (58-39),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00311,Agreed to,"On the Motion to Table S.Amdt. 1188: Motion To Table Amendment No. 1188; To restrict the amount available for military assistance for El Salvador until Salvadoran authorities have concluded investigative actions and apprehended and brought to trial those responsible for ordering and carrying out the November 16, 1989, murders of certain individuals in that country.",S.Amdt. 1188,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1188,H.R. 3743,http://hdl.loc.gov/loc.uscongress/legislation.101hr3743,Nov 20
101,1,309 (97-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00309,Agreed to,On the Amendment S.Amdt. 1164: Byrd Amendment No. 1164; No Statement of Purpose on File.,S.Amdt. 1164,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1164,H.R. 3072,http://hdl.loc.gov/loc.uscongress/legislation.101hr3072,Nov 17
101,1,308 (56-43),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00308,Agreed to,On the Amendment S.Amdt. 1163: Mitchell Amendment No. 1163; In the nature of a substitute.,S.Amdt. 1163,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1163,H.R. 3660,http://hdl.loc.gov/loc.uscongress/legislation.101hr3660,Nov 17
101,1,307 (68-31),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00307,Agreed to,"On the Motion: Motion To Waive Budget Act; A bill to amend the Rules of the House of Representatives and the Ethics in Government Act of 1978 to provide for government-wide ethics reform, and for other purposes.","",,H.R. 3660,http://hdl.loc.gov/loc.uscongress/legislation.101hr3660,Nov 17
101,1,306 (65-34),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00306,Agreed to,On the Motion to Table S.Amdt. 1162: Motion To Table Helms Amendment No. 1162; To repeal pay increase provisions.,S.Amdt. 1162,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1162,H.R. 3660,http://hdl.loc.gov/loc.uscongress/legislation.101hr3660,Nov 17
101,1,305 (60-39),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00305,Agreed to,On the Motion to Table S.Amdt. 1160: Motion To Table Amendment No. 1160; To repeal the grandfather clause.,S.Amdt. 1160,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1160,H.R. 3660,http://hdl.loc.gov/loc.uscongress/legislation.101hr3660,Nov 17
101,1,304 (90-9),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00304,Agreed to,On the Cloture Motion S.Amdt. 1158: Motion To Invoke Cloture; In the nature of a substitute.,S.Amdt. 1158,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1158,H.R. 3660,http://hdl.loc.gov/loc.uscongress/legislation.101hr3660,Nov 17
101,1,302 (96-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00302,Agreed to,On the Amendment S.Amdt. 1146: Helms Amendment No. 1146; Concerning the restoration and correction of dial-a-porn sanctions.,S.Amdt. 1146,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1146,H.R. 3566,http://hdl.loc.gov/loc.uscongress/legislation.101hr3566,Nov 16
101,1,300 (52-44),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00300,Agreed to,"On the Motion: Motion To Disagree; A bill making appropriations for Foreign Assistance and related programs for the fiscal year ending September 30, 1990, and for other purposes.","",,H.R. 2939,http://hdl.loc.gov/loc.uscongress/legislation.101hr2939,Nov 15
101,1,299 (91-8),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00299,Agreed to,"On the Conference Report: H.R. 2461 Conference Report; A bill to authorize appropriations for fiscal years 1990 and 1991 for military functions of the Department of Defense and to prescribe military personnel levels for such Department for fiscal years 1990 and 1991, and for other purposes.","",,H.R. 2461,http://hdl.loc.gov/loc.uscongress/legislation.101hr2461,Nov 15
101,1,293 (66-29),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00293,Agreed to,On the Motion to Table S.Amdt. 1091: Motion To Table Amendment No. 1091; To eliminate unsolicited mass mailings and transfer savings to treatment of drug-dependent pregnant and post-partum women and their children.,S.Amdt. 1091,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1091,H.R. 3014,http://hdl.loc.gov/loc.uscongress/legislation.101hr3014,Nov 09
101,1,291 (63-35),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00291,Agreed to,On the Motion to Table S.Amdt. 1089: Motion To Table Amendment No. 1089; To strike the exclusion from the training wage for employers of migrant and seasonal agricultural workers.,S.Amdt. 1089,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1089,H.R. 2710,http://hdl.loc.gov/loc.uscongress/legislation.101hr2710,Nov 08
101,1,290 (64-34),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00290,Agreed to,"On the Motion to Table S.Amdt. 1087: Motion To Table Amendment No. 1087; To provide that the Congress shall not increase the business costs for small businesses that engage in an industry affecting commerce by enacting legislation that requires additional paperwork, capital expenditures, compliance costs, or taxes.",S.Amdt. 1087,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1087,H.R. 2710,http://hdl.loc.gov/loc.uscongress/legislation.101hr2710,Nov 08
101,1,289 (64-34),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00289,Agreed to,On the Motion to Table S.Amdt. 1082: Motion To Table Hollings Amendment No. 1082; To strike out provisions relating to Inspector General.,S.Amdt. 1082,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1082,S. 1324,http://hdl.loc.gov/loc.uscongress/legislation.101s1324,Nov 07
101,1,283 (96-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00283,Agreed to,On the Motion for Attendance: Motion To Instruct,"",,"",,Nov 03
101,1,281 (64-35),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00281,Agreed to,On the Motion to Table S.Amdt. 1077: Motion To Table Humphrey Amendment No. 1077; To restore the provision for detailed statements to members of Congress and publication of summary statistics in the Congressional Record concerning the use of the franking privilege by members of Congress and the provision requiring that mass mailings clearly state that they are mailed at taxpayer expense.,S.Amdt. 1077,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1077,H.R. 3014,http://hdl.loc.gov/loc.uscongress/legislation.101hr3014,Nov 02
101,1,280 (53-45),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00280,Agreed to,"On the Motion to Table: Motion To Table Helms  Amendment; A bill making appropriations for the Department of Commerce, Justice, and State, the Judiciary, and related agencies for the fiscal year ending September 30, 1990, and for other purposes.","",,H.R. 2991,http://hdl.loc.gov/loc.uscongress/legislation.101hr2991,Nov 01
101,1,279 (95-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00279,Agreed to,On the Concurrent Resolution: S.Con.Res.79; A concurrent resolution to deplore the unilateral Sandinista abrogation of the Nicaraguan Ceasefire.,"",,S.Con.Res. 79,http://hdl.loc.gov/loc.uscongress/legislation.101sconres79,Oct 31
101,1,278 (53-45),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00278,Agreed to,On the Amendment S.Amdt. 1074: Motion To Concur In House Amendment To Senate Amendment No. 191; To strike the Department of State authorization waivers.,S.Amdt. 1074,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1074,H.R. 2991,http://hdl.loc.gov/loc.uscongress/legislation.101hr2991,Oct 31
101,1,277 (84-6),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00277,Agreed to,"On the Conference Report: H.R. 2916 Conference Report; A bill making appropriations for the Departments of Veterans Affairs and Housing and Urban Development, and for sundry independent agencies, boards, commissions, corporations, and offices for the fiscal year ending September 30, 1990, and for other purposes.","",,H.R. 2916,http://hdl.loc.gov/loc.uscongress/legislation.101hr2916,Oct 27
101,1,276 (65-35),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00276,Agreed to,On the Amendment S.Amdt. 1043: Mitchell Amendment 1043; To make a substitute amendment.,S.Amdt. 1043,http://hdl.loc.gov/loc.uscongress/legislation.101samdt1043,H.R. 1231,http://hdl.loc.gov/loc.uscongress/legislation.101hr1231,Oct 26
101,1,273 (62-38),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00273,Agreed to,"On the Cloture Motion: Motion To Invoke Cloture On Mitchell Amendment ; An Act to establish a commission to investigate and report respecting the dispute between Eastern Airlines and its collective bargaining units, and for other purposes.","",,H.R. 1231,http://hdl.loc.gov/loc.uscongress/legislation.101hr1231,Oct 26
101,1,272 (88-11),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00272,Agreed to,On the Resolution: S. Res. 197; A resolution to ensure that sufficient funds are available to aid the victims of the California earthquake and Hurricane Hugo without increasing the federal budget deficit.,"",,S.Res. 197,http://hdl.loc.gov/loc.uscongress/legislation.101sres197,Oct 25
101,1,270 (99-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=101&session=1&vote=00270,Agreed to,"On the Resolution of Ratification: Treaty 100-18; The Treaty between the Government of the United States of America and the Government of the Kingdom of Thailand on Mutual Assistance in Criminal Matters, signed at Bangkok on March 19, 1986","",,Treaty Doc. 100-18,https://www.congress.gov/treaty-document/100th-congress/18,Oct 24
